OBJECTID,ID,ADDRESS,TERMINAL_NUMBER,LATITUDE,LONGITUDE,INSTALLED,LOCKED,INSTALL_DATE,REMOVAL_DATE,TEMPORARY_INSTALL,NUMBER_OF_BIKES,NUMBER_OF_EMPTY_DOCKS,X,Y,SE_ANNO_CAD_DATA,OWNER
223541610,473,Potomac & M St NW,31295,38.905368,-77.065149,YES,NO,,,NO,1,18,394349.14970107,137503.20919441,,DC
223541611,474,Columbia & Ontario Rd NW,31296,38.924088,-77.040787,YES,NO,,,NO,7,16,396463.17281514,139580.05853158,,DC
223541612,475,Washington-Lee High School / N Stafford St & Generals Way,31920,38.888282,-77.111066,YES,NO,,,NO,11,1,390364.12569347,135610.37264375,,
223541613,476,Westover Library / Washington Blvd & N McKinley Rd,31921,38.886048,-77.142317,YES,NO,,,NO,10,5,387652.46388519,135366.14435057,,
223541614,477,Columbia Pike & S Taylor St,31923,38.858524,-77.103728,YES,NO,,,NO,11,4,390997.00279743,132306.26461119,,
223541615,478,Columbus Ave & Tribeca St,32068,39.126,-77.1673,YES,NO,,,NO,7,4,385533.7377928,162006.94178854,,
223541616,479,Columbus Ave & Gramercy Blvd,32069,39.12333,-77.16486,YES,NO,,,NO,3,8,385744.18661456,161710.15281948,,
223541617,480,Reston Pkwy & Spectrum Dr,32225,38.964208,-77.35428,YES,NO,,,NO,3,12,369296.1222373,144092.52580133,,
223541618,481,Key West Ave & Great Seneca Hwy,32070,39.105642,-77.20386,YES,NO,,,NO,4,7,382367.38936046,159753.36941456,,
223541619,482,Virginia Ave & 25th St NW,31297,38.8995,-77.054155,YES,NO,,,NO,12,7,395302.35335497,136851.190868,,DC
223541620,483,15th & M St NW,31298,38.905424,-77.034674,YES,NO,,,NO,0,15,396992.47200484,137507.98042771,,DC
223541621,484,11th & Girard St NW,31126,38.925636,-77.027112,YES,NO,,,NO,13,5,397649.0455579,139751.45871596,,DC
223541622,485,Connecticut Ave & R St NW,31299,38.912644,-77.04564,YES,NO,,,NO,1,17,396041.71190715,138309.87791719,,DC
223541623,486,Wilson Blvd & N Troy St,31924,38.892556,-77.082089,YES,NO,,,NO,4,11,392878.54077938,136082.16026187,,
223541624,487,Nebraska Ave/AU East Campus,31320,38.936298,-77.087128,YES,NO,,,NO,1,18,392446.02744342,140938.28866237,,DC
223541625,488,15th St & Constitution Ave NW,31321,38.892244,-77.033234,YES,NO,,,NO,2,16,397116.84102069,136044.84872031,,DC
223541626,489,22nd & H St NW,31127,38.899104,-77.048946,YES,NO,,,NO,4,13,395754.18167179,136806.97654528,,DC
223541627,490,23rd & M St NW,31128,38.905303,-77.050264,YES,NO,,,NO,6,13,395640.23073239,137495.17752963,,DC
223541628,491,Corporate Blvd & Omega Dr,32071,39.106971,-77.192645,YES,NO,,,NO,7,8,383337.72634014,159898.79852701,,
223541629,492,Key West Ave & Diamondback Dr,32072,39.106152,-77.202354,YES,NO,,,NO,4,7,382497.7741937,159809.69600414,,
223541630,493,Alabama Ave & Stanton Rd SE / Shops at Park Village,31813,38.84627,-76.98185,YES,NO,,,NO,0,19,401575.58698417,130941.02523883,,DC
223541631,494,Mississippi Ave & 19th St SE / THEARC,31814,38.84377,-76.97557,YES,NO,,,NO,6,13,402120.82301757,130663.63495458,,DC
223541632,495,19th & Savannah St SE,31815,38.84623,-76.97703,YES,NO,,,NO,4,7,401994.00843863,130936.67919577,,DC
223541633,496,4th St & Mississippi Ave SE,31816,38.836,-77.0009,YES,NO,,,NO,9,10,399921.86047978,129800.82808676,,DC
223541634,497,1st & S Capitol St SE / Oxon Run Trail,31817,38.824481,-77.005497,YES,NO,,,NO,9,10,399522.66417816,128522.15576317,,DC
223541635,498,Livingston Rd & 3rd St SE,31818,38.82373,-77.00223,YES,NO,,,NO,5,10,399806.35436098,128438.77779685,,DC
223541636,499,Joliet St & MLK Ave SW/Bald Eagle Rec Ctr,31819,38.81909,-77.01033,YES,NO,,,NO,6,12,399102.91954224,127923.75575858,,DC
223541637,500,37th & Ely Pl SE / Fort Dupont Ice Arena,31715,38.883011,-76.949709,YES,NO,,,NO,7,8,404363.47443248,135020.59106453,,DC
223541638,501,15th St & Pennsylvania Ave NW/Pershing Park,31129,38.89635,-77.03338,YES,NO,,,NO,2,14,397104.34170479,136500.65176137,,DC
223541639,505,Maine Ave & 9th St SW,31646,38.88044,-77.025236,YES,NO,,,NO,1,13,397810.3316151,134734.29111053,,DC
223541640,506,Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,31523,38.915,-77.0078,YES,NO,,,NO,12,6,399323.54012973,138570.45287747,,DC
223541641,507,Blueridge Ave & Elkins St,32073,39.04313,-77.05006,YES,NO,,,NO,4,11,395666.3153108,152795.28723461,,
223541642,508,Georgia Ave & Kennedy St NW,31415,38.95674,-77.02791,YES,NO,,,NO,9,9,397580.9044781,143204.29914198,,DC
223541643,509,7th St & Massachusetts Ave NE,31647,38.89222,-76.99602,YES,NO,,,NO,16,3,400345.27823457,136041.66724467,,DC
223541644,510,Anacostia Park,31820,38.87335,-76.9834,YES,NO,,,NO,2,17,401440.48609721,133947.07578113,,DC
223541645,511,Twinbrook Metro,32074,39.062041,-77.120776,YES,NO,,,NO,13,1,389547.22460493,154900.35101059,,
223541646,512,White Flint Metro,32075,39.04753,-77.11287,YES,NO,,,NO,1,24,390229.47146744,153288.58874682,,
223541647,513,Citadel Ave & McGrath Blvd,32076,39.049,-77.10933,YES,NO,,,NO,10,5,390536.10487958,153451.40235199,,
223541648,514,Rockville Pike & Old Georgetown Rd,32077,39.049765,-77.11368,YES,NO,,,NO,3,12,390159.66327327,153536.78591612,,
223541649,515,Woodglen Dr & Executive Blvd,32078,39.04317,-77.1135,YES,NO,,,NO,14,2,390174.3341235,152804.64762876,,
223541650,516,Executive Blvd & E Jefferson St,32079,39.04873,-77.1257,YES,NO,,,NO,10,5,389119.03377561,153423.25344851,,
223541651,517,Fishers Ln & Rock Creek Mill Rd,32080,39.0629,-77.113454,YES,NO,,,NO,12,3,390181.03839473,154994.89700637,,
223541652,518,Congressional Ln & E Jefferson St,32081,39.06219,-77.129235,YES,NO,,,NO,5,10,388815.14917769,154917.89423183,,
223541653,519,Garland Ave & Walden Rd,32082,39.00048,-77.00077,YES,NO,,,NO,7,8,399933.30130751,148059.49329491,,
223541654,520,Greensboro & Pinnacle Dr,32227,38.92245,-77.23034,YES,NO,,,NO,4,9,380025.7275732,139422.63616382,,
223541655,521,1301 McCormick Dr / Wayne K. Curry Admin Bldg,32400,38.908391,-76.843263,YES,NO,,,NO,14,1,413594.36716813,137848.44081626,,
223541672,540,Kansas Ave & Sherman Cr NW,31417,38.948057,-77.021467,YES,NO,,,NO,4,15,398139.12396604,142240.25608725,,DC
223541673,26,20th & E St NW,31204,38.8963,-77.045,YES,NO,,,NO,1,14,396096.32377953,136495.53410413,,DC
223541674,27,21st & I St NW,31205,38.9008,-77.047,YES,NO,,,NO,2,31,395923.08426032,136995.15740474,,DC
223541675,72,Georgetown Harbor / 30th St NW,31215,38.902221,-77.059219,YES,NO,,,NO,0,19,394863.27537199,137153.51643639,,DC
223541676,91,13th St & New York Ave NW,31227,38.900283,-77.029822,YES,NO,,,NO,1,21,397413.13477499,136937.13928906,,DC
223541677,105,7th & F St NW / National Portrait Gallery,31232,38.897332,-77.022292,YES,NO,,,NO,1,25,398066.23346442,136609.36827308,,DC
223541678,106,17th & K St NW / Farragut Square,31233,38.902061,-77.038322,YES,NO,,,NO,3,29,396675.89775652,137134.78675859,,DC
223541679,1,Eads St & 15th St S,31000,38.858971,-77.05323,YES,NO,,,NO,1,14,395379.96861159,132352.11690319,,
223541680,2,18th & Eads St.,31001,38.85725,-77.05332,YES,NO,,,NO,2,9,395372.04558977,132161.07808121,,
223541681,3,Crystal Dr & 20th St S,31002,38.856425,-77.049232,YES,NO,,,NO,1,16,395726.81757513,132069.29786306,,
223541682,4,Crystal Dr & 15th St S,31003,38.86017,-77.049593,YES,NO,,,NO,1,8,395695.7097594,132485.03678691,,
223541683,5,Aurora Hills Community Ctr/18th & Hayes St,31004,38.857866,-77.05949,YES,NO,,,NO,9,2,394836.55986472,132229.789395,,
223541684,6,Pentagon City Metro / 12th & S Hayes St,31005,38.862303,-77.059936,YES,NO,,,NO,1,18,394798.17263784,132722.3537753,,
223541685,7,S Joyce & Army Navy Dr,31006,38.8637,-77.0633,YES,NO,,,NO,2,12,394506.31966949,132877.62800884,,
223541686,8,Crystal City Metro / 18th & Bell St,31007,38.857405,-77.051132,YES,NO,,,NO,0,18,395561.96451388,132178.17554745,,
223541687,9,12th & Army Navy Dr,31008,38.8629,-77.0528,YES,NO,,,NO,6,4,395417.54218218,132788.24270087,,
223541656,522,Largo Town Center Metro,32401,38.899811,-76.844604,YES,NO,,,NO,4,13,413479.67880639,136895.79387366,,
223541657,523,Baltimore Ave & Van Buren St / Riverdale Park Station,32402,38.969581,-76.937349,YES,NO,,,NO,12,4,405429.28841871,144631.26332121,,
223541658,524,Baltimore Ave & Jefferson St,32403,38.95548,-76.940133,YES,NO,,,NO,15,0,405189.0556649,143065.75926068,,
223541659,525,Perry & 35th St,32404,38.936213,-76.960054,YES,NO,,,NO,8,6,403463.31126239,140926.00580608,,
223541660,526,Grand Park & Rose Ave,32083,39.051035,-77.1176,YES,NO,,,NO,4,11,389820.52312122,153678.20010051,,
223541661,527,Potomac Ave & Half St SW,31648,38.870201,-77.010837,YES,NO,,,NO,9,14,399059.564052,133597.43811401,,DC
223541662,529,Crystal Dr & Potomac Ave,31925,38.848304,-77.05122,YES,NO,,,NO,3,7,395553.75965314,131167.90422253,,
223541663,530,Largo Rd & Campus Way / Prince Georges's Comm Col,32405,38.88994,-76.825535,YES,NO,,,NO,9,5,415135.8933892,135803.02524401,,
223541664,531,Stanton Square SE,31822,38.855004,-76.984512,YES,NO,,,NO,3,15,401344.3364042,131910.51845013,,DC
223541665,532,14th & Newton St NW,31649,38.931991,-77.032956,YES,NO,,,NO,11,8,397142.5512971,140457.08506238,,DC
223541666,533,48th Pl & MacArthur Blvd NW,31322,38.917304,-77.09629,YES,NO,,,NO,18,1,391649.4609413,138830.59122064,,DC
223541667,534,14th & Luzon St NW,31416,38.969489,-77.033509,YES,NO,,,NO,5,14,397096.13141553,144619.72035474,,DC
223541668,535,1st & M St SE,31650,38.876893,-77.006072,YES,NO,,,NO,9,10,399473.12064057,134340.26201911,,DC
223541669,536,Fleet St & Waterfront St,32406,38.782633,-77.016059,YES,NO,,,NO,7,8,398604.68836866,123876.87422328,,
223541670,537,Oxon Hill Park & Ride,32407,38.798749,-77.00103,YES,NO,,,NO,7,7,399910.5270042,125665.72542345,,
223541671,538,11th & Park Rd NW,31651,38.93165,-77.028305,YES,NO,,,NO,10,8,397545.80432084,140419.09579968,,DC
223541688,10,Crystal Dr & 27th St S,31009,38.848466,-77.051514,YES,NO,,,NO,2,7,395528.24862718,131185.90171978,,
223541689,11,S Glebe & Potomac Ave,31010,38.8426,-77.0502,YES,NO,,,NO,6,3,395641.95431057,130534.67130912,,
223541690,12,Crystal Dr & 23rd St S,31011,38.8533,-77.0498,YES,NO,,,NO,3,13,395677.32772972,131722.42730273,,
223541691,13,26th & S Clark St,31012,38.850688,-77.05152,YES,NO,,,NO,1,7,395527.86699294,131432.55965392,,
223541692,14,19th St & Pennsylvania Ave NW,31100,38.9003,-77.0429,YES,NO,,,NO,0,14,396278.70399052,136939.47827919,,DC
223541693,15,14th & V St NW,31101,38.9176,-77.0321,YES,NO,,,NO,15,12,397216.20899969,138859.53510936,,DC
223541694,16,11th & Kenyon St NW,31102,38.929464,-77.027822,YES,NO,,,NO,22,5,397587.60905935,140176.41805133,,DC
223541695,17,16th & Harvard St NW,31103,38.926088,-77.036536,YES,NO,,,NO,20,11,396831.8852902,139801.91944918,,DC
223541696,18,Adams Mill & Columbia Rd NW,31104,38.922925,-77.042581,YES,NO,,,NO,10,5,396307.54666751,139451.02670294,,DC
223541697,19,14th & Harvard St NW,31105,38.9268,-77.0322,YES,NO,,,NO,8,11,397207.89698712,139880.81598519,,DC
223541698,20,Calvert & Biltmore St NW,31106,38.923203,-77.047637,YES,NO,,,NO,5,15,395869.12679181,139482.10370448,,DC
223541699,21,Lamont & Mt Pleasant NW,31107,38.9319,-77.0388,YES,NO,,,NO,6,11,396635.84323825,140447.18241804,,DC
223541700,22,4th & M St SW,31108,38.8767,-77.0178,YES,NO,,,NO,15,7,398455.45488951,134318.97061928,,DC
223541701,23,15th & P St NW,31201,38.90985,-77.034438,YES,NO,,,NO,8,5,397013.12734699,137999.29479922,,DC
223541702,24,14th & R St NW,31202,38.912939,-77.032085,YES,NO,,,NO,12,7,397217.32798349,138342.12488813,,DC
223541703,25,14th & Rhode Island Ave NW,31203,38.9086,-77.0323,YES,NO,,,NO,0,23,397198.51101235,137860.46677503,,DC
223541704,28,Georgia & New Hampshire Ave NW,31400,38.936043,-77.024649,YES,NO,,,NO,9,5,397862.93084314,140906.66509731,,DC
223541705,29,14th St & Spring Rd NW,31401,38.9375,-77.0328,YES,NO,,,NO,13,4,397156.2969996,141068.6272297,,DC
223541706,30,John McCormack Dr & Michigan Ave NE,31502,38.9346,-76.9955,YES,NO,,,NO,0,11,400390.15805724,140746.2005855,,DC
223541707,31,5th & K St NW,31600,38.90304,-77.019027,YES,NO,,,NO,3,15,398349.59483465,137242.93793811,,DC
223541708,32,19th & East Capitol St SE,31601,38.8896,-76.9769,YES,NO,,,NO,10,3,402004.07538839,135751.07274551,,DC
223541709,33,Park Rd & Holmead Pl NW,31602,38.9308,-77.0315,YES,NO,,,NO,4,15,397268.74809473,140324.82919203,,DC
223541710,34,Good Hope & Naylor Rd SE,31700,38.860227,-76.966572,YES,NO,,,NO,4,7,402901.2905676,132490.726232,,DC
223541711,35,Connecticut Ave & Newark St NW / Cleveland Park,31305,38.934267,-77.057979,YES,NO,,,NO,3,5,394973.09374685,140710.82140544,,DC
223541712,36,Randle Circle & Minnesota Ave SE,31702,38.878,-76.9607,YES,NO,,,NO,4,6,403410.08514111,134463.86390983,,DC
223541713,37,Minnesota Ave Metro/DOES,31703,38.897063,-76.947446,YES,NO,,,NO,1,14,404558.92450764,136580.58329247,,DC
223541714,38,Nannie Helen Burroughs & Minnesota Ave NE,31704,38.901385,-76.941877,YES,NO,,,NO,1,10,405041.71541905,137060.65262358,,DC
223541715,39,Anacostia Metro,31801,38.862669,-76.994637,YES,NO,,,NO,2,9,400465.45079874,132761.28847182,,DC
223541716,40,Good Hope Rd & MLK Ave SE,31802,38.867373,-76.988039,YES,NO,,,NO,4,5,401038.0179126,133283.52133563,,DC
223541717,41,19th & E Street NW,31206,38.8952,-77.0436,YES,NO,,,NO,3,8,396217.71315484,136373.36645763,,DC
223541718,42,4th & W St NE,31500,38.919077,-77.000648,YES,NO,,,NO,11,4,399943.80500792,139023.00525965,,DC
223541719,43,10th & U St NW,31111,38.9172,-77.0259,YES,NO,,,NO,13,2,397753.87564422,138814.96095752,,DC
223541720,44,Georgia Ave and Fairmont St NW,31207,38.9249,-77.0222,YES,NO,,,NO,8,2,398074.95841142,139669.64140129,,DC
223541721,45,1st & N St  SE,31209,38.8743,-77.0057,YES,NO,,,NO,14,24,399505.38183805,134052.41738498,,DC
223541722,46,20th St & Florida Ave NW,31110,38.9154,-77.0446,YES,NO,,,NO,2,10,396132.05899493,138615.77216932,,DC
223541723,47,7th & T St NW,31109,38.9155,-77.0222,YES,NO,,,NO,12,2,398074.70465287,138626.16224103,,DC
223541724,48,Eads & 22nd St S,31013,38.854381,-77.053412,YES,NO,,,NO,6,9,395363.87403378,131842.60323152,,
223541725,49,M St & New Jersey Ave SE,31208,38.8763,-77.0037,YES,NO,,,NO,7,8,399678.94106865,134274.42351994,,DC
223541726,51,Massachusetts Ave & Dupont Circle NW,31200,38.9101,-77.0444,YES,NO,,,NO,7,35,396149.11786763,138027.41994099,,DC
